,Id,SalePrice
156,1617,100218.71804697483
157,1618,134088.22136588502
158,1619,144402.2137098634
159,1620,178923.79525358148
160,1621,140218.67890556215
161,1622,170569.3710007418
162,1623,286504.42167668947
163,1624,203994.5395788933
164,1625,138403.08246020903
165,1626,172457.86009833348
166,1627,195863.87938506747
167,1628,291166.76192122244
168,1629,176654.89707950948
169,1630,302626.85820954776
170,1631,228450.8654862103
171,1632,252873.4234939979
172,1633,176997.79609261215
173,1634,187100.9175139365
174,1635,175214.06958696185
175,1636,159722.022954971
176,1637,156693.86645456066
177,1638,208125.10818666496
178,1639,181084.1883820086
179,1640,226274.05805479313
180,1641,187919.2833258775
181,1642,212781.78940289142
182,1643,219531.09278953253
183,1644,224232.3260005691
184,1645,194745.29790695247
185,1646,160629.8043016618
186,1647,167142.6395767758
187,1648,150495.22173674247
188,1649,144762.13668711606
189,1650,136816.44342317167
190,1651,134070.5200143964
191,1652,105082.2564458888
192,1653,107887.12625033103
193,1654,156812.9939454974
194,1655,148966.6003119491
195,1656,155206.4772238016
196,1657,156874.61318025622
197,1658,156813.585841953
198,1659,137141.89569659668
199,1660,147962.95896287012
200,1661,314509.35215921345
201,1662,317716.8085980027
202,1663,318288.5659716018
203,1664,308214.0221876096
204,1665,307525.1949594397
205,1666,300242.39683390013
206,1667,302080.90272528736
207,1668,306410.8425720387
208,1669,274072.06766653043
209,1670,313847.56738240685
210,1671,234956.81476897164
211,1672,315445.57939125114
212,1673,253650.61210794764
213,1674,277127.5188883011
214,1675,191568.08927774942
215,1676,190215.94354552927
216,1677,214149.21572821474
217,1678,318394.1622883651
218,1679,316400.32555540727
219,1680,304802.7751504073
220,1681,249966.87568866814
221,1682,292294.5532557785
222,1683,182141.70439342226
223,1684,164639.3894862154
224,1685,174219.67201010458
225,1686,165289.37937344913
226,1687,171303.9597469181
227,1688,193390.49417314611
228,1689,189985.97443459017
229,1690,180973.78006375735
230,1691,177747.76642720497
231,1692,273896.8400222415
232,1693,178326.40778379847
233,1694,190201.33424375343
234,1695,171137.91845414648
235,1696,269174.1692257928
236,1697,179422.6748252582
237,1698,303621.40979866486
238,1699,301160.1918956567
239,1700,223140.0505540811
240,1701,256477.99830017003
241,1702,267835.3167461825
242,1703,236208.23762765937
243,1704,299647.8002423559
244,1705,241874.42818599526
245,1706,306415.5647460933
246,1707,209112.3361739809
247,1708,212327.52139816983
248,1709,295815.65570846974
249,1710,235551.57239651485
250,1711,282707.60925239004
251,1712,242052.77713840533
252,1713,234206.73128962758
253,1714,208495.60324823012
254,1715,192158.995828718
255,1716,174642.34433538467
256,1717,196533.72062754317
257,1718,152910.43967674242
258,1719,211374.9398296033
259,1720,275423.32510472415
260,1721,174821.32512076772
261,1722,139452.2240598897
262,1723,159080.81032863463
263,1724,207454.1086464873
264,1725,209734.48773313413
265,1726,183075.7690067186
266,1727,169038.13530519072
267,1728,187802.95434784604
268,1729,177318.29694957306
269,1730,170568.33414050087
270,1731,130388.10763977058
271,1732,143563.12735102663
272,1733,131658.6756120515
273,1734,142183.32971796382
274,1735,141092.2314006342
275,1736,124704.41584029212
276,1737,305893.55503860075
277,1738,214633.82284013275
278,1739,268660.40494111116
279,1740,176782.50890276275
280,1741,182974.47538321884
281,1742,159353.8647875583
282,1743,181625.8775916226
283,1744,285219.4451519736
284,1745,241544.9199353573
285,1746,252601.8687233145
286,1747,201097.53034004298
287,1748,209314.1826008871
288,1749,161492.50239228082
289,1750,161373.97745205447
290,1751,206935.08052092104
291,1752,131716.08368489917
292,1753,150955.3621717964
293,1754,199599.77489297802
294,1755,167400.29099606376
295,1756,136782.77178023217
296,1757,130723.08896725987
297,1758,152446.89985329728
298,1759,183482.37518482987
299,1760,158169.88219209874
300,1761,161100.64414384868
301,1762,165271.95534539662
302,1763,160209.15755866497
303,1764,125972.71651422426
304,1765,177753.3812467315
305,1766,166457.51318008057
306,1767,194858.86312880222
307,1768,143621.62235188857
308,1769,166230.67279035583
309,1770,141910.70888526415
310,1771,145935.41335545358
311,1772,147971.43470813456
312,1773,149909.6127551279
313,1774,132192.7192340565
314,1775,143984.42142330186
315,1776,137085.32519511096
316,1777,130769.8469864127
317,1778,139972.58940903094
318,1779,128286.95566749346
319,1780,190212.72440059096
320,1781,137556.87840178874
321,1782,108560.66227983148
322,1783,139861.93724531212
323,1784,108323.30832674762
324,1785,126179.30310638856
325,1786,131386.57118259592
326,1787,165305.33652453756
327,1788,60521.81184945132
328,1789,104037.91097040007
329,1790,105530.86433061185
330,1791,162138.39111044214
331,1792,154663.70057707187
332,1793,140317.23807089732
333,1794,145997.4714597257
334,1795,147284.14747420032
335,1796,117822.28514283785
336,1797,107266.9141963558
337,1798,134291.61321910724
338,1799,124882.15764846158
339,1800,123685.10213151207
340,1801,138266.47502492156
341,1802,175363.49152015417
342,1803,158843.14736707867
343,1804,145171.92225286053
344,1805,140513.6941533592
345,1806,124898.59597735204
346,1807,177756.91636413813
347,1808,131182.13884295034
348,1809,137627.3513838487
349,1810,142000.0605318131
350,1811,122970.07904597586
351,1812,113521.02169350254
352,1813,128396.19662858723
353,1814,114514.98264036168
354,1815,63734.9922582359
355,1816,115500.34793846091
356,1817,125611.07395559688
357,1818,134310.842778622
358,1819,122781.25670755043
359,1820,94017.605358371
360,1821,143027.35621242184
361,1822,164260.17221109936
362,1823,85530.95865359095
363,1824,140931.3806729569
364,1825,142308.86120238577
365,1826,108566.91021947854
366,1827,114053.0597493149
367,1828,144887.57714089763
368,1829,125675.23056885778
369,1830,155127.73614116563
370,1831,163759.16405437174
371,1832,125303.17233049168
372,1833,149562.35937428763
373,1834,134604.25765770202
374,1835,197921.5779804777
375,1836,141752.23865445383
376,1837,105291.69483846454
377,1838,153743.2831648879
378,1839,93217.10047645155
379,1840,176582.16847419008
380,1841,156849.35184610312
381,1842,98452.95730029579
382,1843,149774.24236270293
383,1844,148286.05067814462
384,1845,147788.76677251977
385,1846,145602.08478749826
386,1847,162606.00303740604
387,1848,75329.85292366192
388,1849,133260.66474158716
389,1850,140823.5170752944
390,1851,143662.6392444159
391,1852,129435.09021891891
392,1853,142441.04823573027
393,1854,179639.93194295542
394,1855,141830.84314846896
395,1856,232772.06615488417
396,1857,142704.20319681504
397,1858,140747.05144851052
398,1859,128807.35018098642
399,1860,160406.6380349336
400,1861,128904.05226919387
401,1862,213902.1959005892
402,1863,213465.40398324898
403,1864,213465.40398324898
404,1865,288873.5102511476
405,1866,300508.0574378149
406,1867,275625.91929880076
407,1868,251171.4732102651
408,1869,188935.95921649327
409,1870,287405.37660250615
410,1871,268621.64817154006
411,1872,175190.06504375325
412,1873,207605.57392283296
413,1874,145976.80242605603
414,1875,193358.59738832482
415,1876,193575.7333579823
416,1877,205630.48362047697
417,1878,202597.51063782081
418,1879,136105.83164506304
419,1880,143753.0911773897
420,1881,205416.62249145846
421,1882,251634.22087241692
422,1883,188298.60369446257
423,1884,202549.97524332674
424,1885,278207.108045852
425,1886,274432.4839238741
426,1887,199743.53635506728
427,1888,230032.85756965028
428,1889,167668.93727712161
429,1890,148513.93809590448
430,1891,148221.99119822468
431,1892,117269.24956593175
432,1893,148552.04611230083
433,1894,117944.15143660095
434,1895,152553.72243248796
435,1896,131581.66601613976
436,1897,125792.45112277038
437,1898,121548.03034227657
438,1899,133428.91907050236
439,1900,172517.5818138994
440,1901,179450.56477851878
441,1902,113405.9049946958
442,1903,195229.9635296481
443,1904,147433.73781666238
444,1905,191979.47617695297
445,1906,139902.97641592854
446,1907,216204.3621059056
447,1908,123778.92858070938
448,1909,133600.7605057094
449,1910,125174.27908548922
450,1911,197319.36220099777
451,1912,251133.94478559116
452,1913,146095.03576532978
453,1914,77299.92741503917
454,1915,287538.65767244186
455,1916,73078.86320019916
456,1917,255573.4579472325
457,1918,139881.02495391003
458,1919,153044.36278739673
459,1920,149448.72215003395
460,1921,307221.67758764233
461,1922,268732.6438101375
462,1923,229693.4764235404
463,1924,263585.98190611496
464,1925,222906.72785960158
465,1926,316320.2047201289
466,1927,154653.6578062347
467,1928,159449.79834947392
468,1929,136083.91143902836
469,1930,133362.99810485475
470,1931,142525.45252757397
471,1932,145512.20594707053
472,1933,176809.61500143248
473,1934,187404.2230015344
474,1935,173332.74109633098
475,1936,192663.59857117877
476,1937,180938.18706353055
477,1938,155165.15231247633
478,1939,259106.40239693242
479,1940,199212.85379716317
480,1941,177424.93897132066
481,1942,203957.07011278695
482,1943,181851.71705332454
483,1944,286137.0322989314
484,1945,317258.05678791285
485,1946,173379.4017465153
486,1947,301111.1420767529
487,1948,165235.2642340481
488,1949,263683.30993159
489,1950,182856.20102613154
490,1951,239749.30028296215
491,1952,273539.54266837635
492,1953,166152.37231695818
493,1954,199831.76380054935
494,1955,134075.22646472024
495,1956,235766.4941612202
496,1957,164243.17428590808
497,1958,312299.16256096784
498,1959,149573.08762553538
499,1960,126422.11536905578
500,1961,124294.34391344721
501,1962,103495.56591515777
502,1963,104436.37358731832
503,1964,121387.45937479463
504,1965,157050.78347337447
505,1966,148945.75481718115
506,1967,294552.4885078778
507,1968,309941.53379194834
508,1969,317762.9800904835
509,1970,317826.8477991783
510,1971,317514.6012121688
511,1972,317941.64815812506
512,1973,236895.59252003752
513,1974,306560.3586989143
514,1975,305081.52779097913
515,1976,277273.11012009956
516,1977,314237.6680228535
517,1978,296037.038215339
518,1979,292585.7309459985
519,1980,191510.765188049
520,1981,311329.11234263337
521,1982,201255.38649305652
522,1983,200239.40494502106
523,1984,164531.61449057498
524,1985,190895.52704132925
525,1986,206023.7433962095
526,1987,181079.48738518637
527,1988,175856.74367458446
528,1989,187936.3532887466
529,1990,215178.42462900127
530,1991,213860.08070082127
531,1992,218468.5687753823
532,1993,168370.6725356422
533,1994,250410.39796258276
534,1995,180601.24291611963
535,1996,250262.56570124603
536,1997,304927.0312114414
537,1998,317067.0771059135
538,1999,252171.39648455137
539,2000,293900.7523187216
540,2001,247970.57070543722
541,2002,235392.57852624456
542,2003,262038.33049563417
543,2004,294508.80733692273
544,2005,268657.59464806115
545,2006,206898.90464842124
546,2007,239629.99262782364
547,2008,231177.69390385176
548,2009,183790.47337931633
549,2010,189053.58661532038
550,2011,161425.34493057925
551,2012,182466.31599621483
552,2013,179566.28712785945
553,2014,187550.35236622245
554,2015,187899.51704215823
555,2016,193000.7759844379
556,2017,210056.3868880573
557,2018,131970.83669599044
558,2019,136840.43598736307
559,2020,113757.07954274458
560,2021,121986.80688948467
561,2022,178379.74045290513
562,2023,146232.37619855287
563,2024,195360.98519470546
564,2025,284905.2015567449
565,2026,186099.52285091646
566,2027,156071.3149118045
567,2028,150419.3047523043
568,2029,159609.70621034823
569,2030,260021.70666407573
570,2031,189861.64667678942
571,2032,224923.50200662922
572,2033,237174.94772341737
573,2034,179176.109618372
574,2035,211812.32989403358
575,2036,188494.23955430495
576,2037,188584.75078973142
577,2038,267633.2931573253
578,2039,198396.01085991765
579,2040,317562.0423963521
580,2041,282300.71678071504
581,2042,197469.3867444018
582,2043,176053.1457392771
583,2044,175234.80592064897
584,2045,265318.39850755554
585,2046,137732.2528585873
586,2047,159131.7293750573
587,2048,137487.74626575713
588,2049,138618.1505446458
589,2050,180790.6166549758
590,2051,112551.72162073043
591,2052,132840.11331773648
592,2053,155827.9917042658
593,2054,96640.61110005487
594,2055,154744.53344880661
595,2056,133786.69776682576
596,2057,137923.5949918633
597,2058,231870.8000719091
598,2059,130613.33251614281
599,2060,170972.52650189045
600,2061,187884.06531184315
601,2062,143321.84060674466
602,2063,127844.54105955562
603,2064,147256.72180600776
604,2065,133215.42503800633
605,2066,179503.71964784802
606,2067,127284.18446759996
607,2068,135011.85346022574
608,2069,104300.08424669993
609,2070,117921.93169432812
610,2071,95974.01507119279
611,2072,134851.35696696182
612,2073,143704.85170428347
613,2074,185212.7957494067
614,2075,158347.85891526824
615,2076,133502.48935492514
616,2077,157179.08276377773
617,2078,137996.7225791901
618,2079,133481.5049360148
619,2080,121949.43969879908
620,2081,126064.38917874172
621,2082,130989.81026083218
622,2083,156167.38675189103
623,2084,121296.05962712188
624,2085,140194.52903093677
625,2086,102091.25265393825
626,2087,129187.83078649479
627,2088,108710.3480201582
628,2089,104053.4114188273
629,2090,137397.9066949467
630,2091,129570.77389465267
631,2092,135721.24302048265
632,2093,143308.37242150278
633,2094,155145.49023984632
634,2095,163435.01994446755
635,2096,103267.50429961312
636,2097,118333.87388969389
637,2098,150880.7436822915
638,2099,62443.871171322986
639,2100,118935.43284931197
640,2101,120839.42408461214
641,2102,150205.85122244622
642,2103,115646.42491489247
643,2104,145773.7341957341
644,2105,138855.03240211555
645,2106,89778.71398848471
646,2107,212108.93812953428
647,2108,125136.8625036548
648,2109,119406.34174417787
649,2110,122413.79297924797
650,2111,157212.59949505416
651,2112,145689.92258560102
652,2113,126242.37712244013
653,2114,115722.11906518046
654,2115,160659.67825365145
655,2116,126560.44182758001
656,2117,149005.60464377157
657,2118,124016.473532851
658,2119,121440.4075064323
659,2120,110622.26092525318
660,2121,130784.30026984733
661,2122,105026.15787392856
662,2123,105875.95291343417
663,2124,204649.3129614155
664,2125,128111.487514899
665,2126,175287.31878236268
666,2127,148384.78434493448
667,2128,133573.539428163
668,2129,114992.1955583078
669,2130,136854.00331046202
670,2131,152383.53537000596
671,2132,126056.72569453248
672,2133,124485.81813172883
673,2134,123580.51687220264
674,2135,117411.65805647949
675,2136,86129.61351512175
676,2137,139595.21772488384
677,2138,143523.49748605877
678,2139,158536.22657106238
679,2140,146784.2492325821
680,2141,149823.75513294528
681,2142,142363.41956659732
682,2143,148935.09637938635
683,2144,122241.9565727092
684,2145,142564.29284382984
685,2146,159749.37620038012
686,2147,167551.5462812839
687,2148,132325.92005059525
688,2149,143268.1553677013
689,2150,237369.30167930678
690,2151,146392.21683901903
691,2152,180629.81116451716
692,2153,150411.11802938793
693,2154,91836.86730369805
694,2155,143658.50797861436
695,2156,209605.40750449122
696,2157,261897.7598289669
697,2158,217837.71700566373
698,2159,220829.81962263244
699,2160,182015.7454794849
700,2161,277845.97078055894
701,2162,311453.5303806565
702,2163,305005.1996356289
703,2164,274731.1973118139
704,2165,178010.1513449255
705,2166,148480.6328326357
706,2167,198370.5014761206
707,2168,212432.66636438697
708,2169,186308.52648886654
709,2170,224758.3234010694
710,2171,148392.77767516984
711,2172,146111.52509323182
712,2173,171661.58929171707
713,2174,226779.41758130348
714,2175,297353.56078490615
715,2176,297716.71035932755
716,2177,245424.0531396401
717,2178,197232.22262652207
718,2179,152492.4264644557
719,2180,186141.52993845797
720,2181,191063.51427381817
721,2182,227470.9023725517
722,2183,194884.23695974523
723,2184,145032.95804195057
724,2185,142615.60351734774
725,2186,145643.11221053117
726,2187,146555.72691635814
727,2188,168091.29941391348
728,2189,174235.70426676678
729,2190,97710.29463575575
730,2191,96053.67940978661
731,2192,88098.64385149088
732,2193,110641.05568722586
733,2194,112691.7635163029
734,2195,123478.45107181103
735,2196,118907.49643720395
736,2197,109481.87736767186
737,2198,167086.29133930162
738,2199,163110.63584672075
739,2200,133753.91480272423
740,2201,138659.5914046987
741,2202,181483.17740569272
742,2203,178675.81087435718
743,2204,173107.39186910764
744,2205,142037.49679029692
745,2206,144846.9608487679
746,2207,195369.908727881
747,2208,207947.7067207867
748,2209,179024.25028029294
749,2210,134064.6078032225
750,2211,122065.42588906917
751,2212,119879.24767628778
752,2213,107687.8443956036
753,2214,153358.2241224561
754,2215,108224.3659791757
755,2216,143039.29322333488
756,2217,60871.920569395246
757,2218,110350.82433797276
758,2219,93753.19224075002
759,2220,93596.45258169337
760,2221,287539.7888783741
761,2222,271659.4523528793
762,2223,259747.8511082281
763,2224,193547.39649653048
764,2225,150918.68865201023
765,2226,172028.46132296766
766,2227,189929.02216931913
767,2228,231861.32288718503
768,2229,197179.32910083095
769,2230,158535.30590822297
770,2231,207699.38855093298
771,2232,181542.6638599003
772,2233,172000.5992560112
773,2234,257836.35418817654
774,2235,198447.0771590706
775,2236,220755.7772929973
776,2237,316196.5530308642
777,2238,199943.86575561806
778,2239,144139.5665251374
779,2240,186566.6501478103
780,2241,158159.08379470924
781,2242,140679.1173920146
782,2243,145529.2214223073
783,2244,103611.39789662718
784,2245,95195.2245405301
785,2246,146429.18207840802
786,2247,111992.22549322275
787,2248,134220.56130382387
788,2249,132846.3022143869
789,2250,144864.1074299687
790,2251,126479.37377473612
791,2252,173614.9338955641
792,2253,170427.2657419724
793,2254,181834.55564310204
794,2255,196601.78349561655
795,2256,187483.03385608285
796,2257,186220.46645887193
797,2258,184064.66565299602
798,2259,175359.11463902146
799,2260,147788.65141180172
800,2261,181877.36425647218
801,2262,181893.38969989348
802,2263,308469.0458427649
803,2264,318003.46237032354
804,2265,164289.69087584966
805,2266,231689.51836945704
806,2267,287475.5104824619
807,2268,317324.97865196696
808,2269,166530.21905465072
809,2270,185891.04170444363
810,2271,268584.9683301788
811,2272,200534.9859469414
812,2273,169622.219118744
813,2274,174836.05713319074
814,2275,159550.95137325456
815,2276,138994.76821985442
816,2277,171323.14731806397
817,2278,169713.64991905703
818,2279,123669.25403174892
819,2280,120984.13258647568
820,2281,178884.1319694286
821,2282,169686.22253956497
822,2283,106956.16885326682
823,2284,114601.53491899153
824,2285,147544.29277203727
825,2286,136879.1631242675
826,2287,313419.5151906124
827,2288,268591.08232347784
828,2289,308046.4549804591
829,2290,314998.5711120215
830,2291,300286.20066333236
831,2292,318337.13800210337
832,2293,314966.5884994611
833,2294,318057.5215166343
834,2295,318309.8741742212
835,2296,241038.86497698346
836,2297,309684.2928291559
837,2298,305008.25862053497
838,2299,287313.5467823999
839,2300,309972.174655138
840,2301,272095.5425198966
841,2302,223664.37317039282
842,2303,241809.66321206494
843,2304,279984.22958049824
844,2305,189029.91584639382
845,2306,188503.08276756434
846,2307,191486.64539908167
847,2308,206852.54873091978
848,2309,263978.8204314474
849,2310,235218.3177479041
850,2311,185946.1811634177
851,2312,172557.97704655005
852,2313,174512.88519270933
853,2314,175122.1901735061
854,2315,173526.05102184528
855,2316,177643.55412218557
856,2317,175324.8496687196
857,2318,174305.78106949024
858,2319,171123.0182894871
859,2320,176372.03208033936
860,2321,208374.41683698932
861,2322,165554.14220487556
862,2323,181385.18237157192
863,2324,175708.9200423318
864,2325,215119.0165105151
865,2326,170750.75058304195
866,2327,209834.21733302236
867,2328,213872.87966644022
868,2329,187288.841901929
869,2330,179645.99738899225
870,2331,306623.6622998879
871,2332,307766.63428063306
872,2333,300415.16442921635
873,2334,262812.1006360858
874,2335,252110.98562592958
875,2336,316635.98853202997
876,2337,201278.58651487398
877,2338,289201.7756445931
878,2339,239836.9070325501
879,2340,318306.9433557307
880,2341,226561.54506951827
881,2342,240219.32436515632
882,2343,214238.29535708518
883,2344,227302.16426034382
884,2345,260626.89254725017
885,2346,221110.13779795924
886,2347,199310.77311382283
887,2348,220715.50561991456
888,2349,141949.03954774624
889,2350,298468.8055706165
890,2351,263383.7408041721
891,2352,238464.21629703967
892,2353,201888.5165487742
893,2354,139099.64308426128
894,2355,167228.24548870194
895,2356,158334.0614841806
896,2357,197431.21535257876
897,2358,187076.59405988624
898,2359,135597.01838816825
899,2360,127097.55076178654
900,2361,140204.77120176214
901,2362,277403.6172864695
902,2363,149426.2770450884
903,2364,157619.9086849789
904,2365,202329.41928175124
905,2366,173065.5595029944
906,2367,217984.49910487095
907,2368,201330.0058898946
908,2369,239782.1997160058
909,2370,159860.62190200717
910,2371,174913.2181523945
911,2372,153265.5762484628
912,2373,233376.88535081467
913,2374,230485.311905282
914,2375,266601.18187335995
915,2376,243686.6661533075
916,2377,250436.48191876995
917,2378,129507.557645841
918,2379,167353.743659477
919,2380,143020.52141153032
920,2381,160365.14089548096
921,2382,188238.3041826806
922,2383,211614.40025896655
923,2384,224838.94561644722
924,2385,155859.04536482278
925,2386,144793.15726907775
926,2387,139068.82943576784
927,2388,125127.48105404855
928,2389,121579.4614416806
929,2390,135453.1583577685
930,2391,140974.6425865823
931,2392,121888.6728494983
932,2393,171201.09511262673
933,2394,153119.51047161082
934,2395,175863.1241345331
935,2396,158114.479030907
936,2397,211302.67667028887
937,2398,127140.10982982906
938,2399,74182.1638725035
939,2400,59432.14533684077
940,2401,127380.12301602274
941,2402,148392.4859200792
942,2403,136708.11801843368
943,2404,144959.84454830945
944,2405,162068.14682984163
945,2406,139891.937579983
946,2407,130056.61574283548
947,2408,140033.31969329764
948,2409,139096.02398887314
949,2410,162044.3282003751
950,2411,127619.94283456796
951,2412,157575.2611553686
952,2413,145328.29350120312
953,2414,140598.51452547367
954,2415,130724.79094772358
955,2416,136073.47610144626
956,2417,145288.95529313234
957,2418,128539.1724950495
958,2419,143688.22122349753
959,2420,123116.59812958409
960,2421,153267.51909417816
961,2422,136664.33241970636
962,2423,147890.42749133488
963,2424,149825.17515168412
964,2425,170649.678731417
965,2426,131852.85836011617
966,2427,150158.1003504675
967,2428,171544.34778407487
968,2429,123287.42368097011
969,2430,135769.8263060619
970,2431,118789.70561049768
971,2432,147627.59912481927
972,2433,144700.4964530748
973,2434,152743.0002149245
974,2435,162284.7416499639
975,2436,119316.64214074318
976,2437,118840.44493571523
977,2438,128917.92575400077
978,2439,122116.38527690571
979,2440,133413.93163067877
980,2441,121928.07860745411
981,2442,106279.27445313627
982,2443,120540.96446793743
983,2444,131060.81442357693
984,2445,120036.36354489035
985,2446,139256.3035363023
986,2447,206847.19970752986
987,2448,147179.16491082986
988,2449,126295.0630450157
989,2450,168201.4799754059
990,2451,123666.8179131253
991,2452,166151.86659100815
992,2453,116643.2499794793
993,2454,136392.08098386542
994,2455,106836.75317118282
995,2456,149238.44660803172
996,2457,124117.01042984061
997,2458,112983.4738488592
998,2459,123694.38111884681
999,2460,145245.0437436541
1000,2461,125215.09853512085
1001,2462,144995.50857231638
1002,2463,118979.11214486309
1003,2464,147354.31568461223
1004,2465,133219.55698477916
1005,2466,130088.85177371983
1006,2467,176500.2834208253
1007,2468,113860.82980267491
1008,2469,120059.3700123869
1009,2470,193465.7798205647
1010,2471,206357.80822448398
1011,2472,179687.38202748532
1012,2473,119089.52985245403
1013,2474,109046.68615320942
1014,2475,209919.78508395693
1015,2476,122034.03362813045
1016,2477,134949.9349538252
1017,2478,167936.0725143634
1018,2479,125173.88296365875
1019,2480,137825.82248146462
1020,2481,112110.46871534776
1021,2482,139643.59814116632
1022,2483,126721.92032063461
1023,2484,128661.02365155662
1024,2485,131544.50550969073
1025,2486,153769.4147609004
1026,2487,176497.39965738522
1027,2488,164105.29646178786
1028,2489,150798.60511284447
1029,2490,158011.85381137172
1030,2491,101371.98673656529
1031,2492,175436.5934426232
1032,2493,138477.43277100587
1033,2494,172064.28249224706
1034,2495,122517.99020951513
1035,2496,225266.92286866167
1036,2497,149592.01210096726
1037,2498,113777.66392229866
1038,2499,104500.7999792651
1039,2500,134155.2696567297
1040,2501,136881.67343066903
1041,2502,151897.03767478693
1042,2503,120523.87229918053
1043,2504,185548.78223337626
1044,2505,217383.17458874075
1045,2506,276392.14820681163
1046,2507,259865.3301295937
1047,2508,276976.57892794616
1048,2509,237675.74264901635
1049,2510,237956.3437109806
1050,2511,186696.76958487404
1051,2512,208169.95527553197
1052,2513,200500.72319664364
1053,2514,245009.54091090028
1054,2515,153921.11285633076
1055,2516,153347.5959281283
1056,2517,142687.1928657685
1057,2518,144460.68739496288
1058,2519,222260.06949820693
1059,2520,204819.01101563536
1060,2521,188115.1323297197
1061,2522,226736.43457341037
1062,2523,142578.6263525965
1063,2524,149786.9423439894
1064,2525,147904.6936161476
1065,2526,143274.68885300207
1066,2527,127287.5240248572
1067,2528,141623.08362668363
1068,2529,134785.08924034119
1069,2530,116363.82846867012
1070,2531,227943.3646940469
